NOM_USUEL;LAT;LON;ALTI;aaaammjjhh;P;U;PHI;T0C;RHUM;SOLAR RAD
VAUCLIN;14.551833;-60.836667;12;2024092818;0;6.2;90;29;74;21
VAUCLIN;14.551833;-60.836667;12;2024092819;0;6;100;29;73;1
VAUCLIN;14.551833;-60.836667;12;2024092820;0;8.3;120;27.8;76;0
VAUCLIN;14.551833;-60.836667;12;2024092821;0;5.4;110;28.3;77;0
VAUCLIN;14.551833;-60.836667;12;2024092822;0;5.9;100;28.9;81;0
VAUCLIN;14.551833;-60.836667;12;2024092823;0;3.1;90;28.6;80;0
VAUCLIN;14.551833;-60.836667;12;2024092900;0;5.1;20;26.4;86;0
VAUCLIN;14.551833;-60.836667;12;2024092901;1;2.8;290;25.4;90;0
VAUCLIN;14.551833;-60.836667;12;2024092902;0.4;2.5;310;25;92;0
VAUCLIN;14.551833;-60.836667;12;2024092903;0;3;300;24.7;94;0
VAUCLIN;14.551833;-60.836667;12;2024092904;0;2.6;360;25.1;93;0
VAUCLIN;14.551833;-60.836667;12;2024092905;0;2.1;300;25.5;91;0
VAUCLIN;14.551833;-60.836667;12;2024092906;0;1.6;300;25;92;0
VAUCLIN;14.551833;-60.836667;12;2024092907;0;1.9;290;26.1;93;25
VAUCLIN;14.551833;-60.836667;12;2024092908;0;3.3;110;28.4;81;118
VAUCLIN;14.551833;-60.836667;12;2024092909;0.4;1.5;280;30.9;76;204
VAUCLIN;14.551833;-60.836667;12;2024092910;0;1;140;31.2;68;273
VAUCLIN;14.551833;-60.836667;12;2024092911;0;2.9;110;31;74;339
VAUCLIN;14.551833;-60.836667;12;2024092912;0;2.7;120;31.1;72;317
VAUCLIN;14.551833;-60.836667;12;2024092913;0;3.1;130;30.8;71;315
VAUCLIN;14.551833;-60.836667;12;2024092914;0;3.2;130;31.1;66;324
VAUCLIN;14.551833;-60.836667;12;2024092915;0;2.8;130;30.8;66;250
VAUCLIN;14.551833;-60.836667;12;2024092916;0;3.5;120;30.2;73;194
VAUCLIN;14.551833;-60.836667;12;2024092917;0;3.4;120;29.5;73;93
VAUCLIN;14.551833;-60.836667;12;2024092918;0;3.3;110;29.1;76;20
VAUCLIN;14.551833;-60.836667;12;2024092919;0;1.1;280;28.5;79;1
VAUCLIN;14.551833;-60.836667;12;2024092920;0;1.5;290;26.9;87;0
VAUCLIN;14.551833;-60.836667;12;2024092921;0;1.4;280;26.5;88;0
VAUCLIN;14.551833;-60.836667;12;2024092922;0;2;290;26;92;0
VAUCLIN;14.551833;-60.836667;12;2024092923;0;2.3;290;25.7;92;0
